day,time,snsr_11,snsr_12,snsr_21,snsr_22
0,00:01:33.29,2.07,0.34,1.03,0.23
0,00:01:33.31,1.72,0.69,0.92,-0.11
0,00:01:33.33,1.84,0.46,0.92,-0.23
0,00:01:33.35,1.49,0.8,0.8,-0.11
0,00:01:33.38,1.72,0.8,0.92,0
0,00:01:33.40,1.72,0.57,0.57,-0.23
0,00:01:33.42,1.61,0.69,1.26,-0.11
0,00:01:33.44,1.72,0.92,0.57,-0.23
0,00:01:33.46,2.07,0.57,0.92,-0.23
0,00:01:33.48,1.72,0.69,1.26,-0.23
0,00:01:33.50,1.95,0.69,0.8,0.11
0,00:01:33.52,1.95,0.8,0.92,0.11
0,00:01:33.54,2.18,0.69,1.03,0.23
0,00:01:33.56,1.95,0.8,0.57,-0.23
0,00:01:33.59,1.38,0.69,1.26,-0.57
0,00:01:33.61,1.95,0.46,0.57,0.11
0,00:01:33.63,1.84,0.57,0.69,0.11
0,00:01:33.65,1.72,0.92,1.15,-0.34
0,00:01:33.67,1.84,0.92,0.69,0
0,00:01:33.69,1.95,0.46,1.03,-0.11
0,00:01:33.71,1.72,0.69,0.8,-0.11
0,00:01:33.73,1.84,0.69,0.92,0
0,00:01:33.75,1.95,0.46,1.03,-0.11
0,00:01:33.78,1.84,0.92,0.92,0
0,00:01:33.80,1.72,0.92,0.8,-0.11
0,00:01:33.82,2.18,0.57,1.26,0
0,00:01:33.84,1.84,0.46,0.34,-0.11
0,00:01:33.86,1.72,0.69,1.03,0.11
0,00:01:33.88,1.84,0.92,1.15,-0.23
0,00:01:33.90,1.61,0.69,0.8,-0.11
0,00:01:33.92,1.49,0.8,1.15,-0.46
0,00:01:33.94,1.72,0.69,1.15,-0.11
0,00:01:33.97,1.95,0.8,0.69,-0.11
0,00:01:33.99,1.84,0.92,0.8,-0.11
0,00:01:34.01,1.49,0.8,0.57,-0.23
0,00:01:34.03,1.84,0.69,1.15,-0.23
0,00:01:34.05,1.84,1.03,0.92,0
0,00:01:34.07,1.61,0.92,1.03,-0.11
0,00:01:34.09,1.61,0.57,1.15,-0.23
0,00:01:34.11,1.84,1.03,0.92,-0.57
0,00:01:34.13,1.84,0.69,0.8,-0.11
0,00:01:34.15,1.72,0.92,0.8,0.23
0,00:01:34.17,1.95,0.69,0.57,-0.34
0,00:01:34.20,1.95,0.69,0.8,0.11
0,00:01:34.22,1.95,0.69,0.92,0.11
0,00:01:34.24,1.95,0.46,1.03,-0.23
0,00:01:34.26,1.84,0.69,0.8,-0.11
0,00:01:34.28,3.56,0.8,0.57,0
0,00:01:34.30,1.61,0.69,0.92,-0.23
0,00:01:34.32,2.07,0.92,0.92,0.11
0,00:01:34.34,1.72,0.8,0.69,-0.11
0,00:01:34.36,1.72,1.15,1.03,0.11
0,00:01:34.38,1.95,0.46,0.92,-0.34
0,00:01:34.41,1.95,0.57,1.26,0.11
0,00:01:34.43,1.84,1.03,1.03,0
0,00:01:34.45,1.72,0.69,0.8,-0.23
0,00:01:34.47,1.72,0.8,1.03,-0.34
0,00:01:34.49,1.84,0.69,1.03,-0.11
0,00:01:34.51,1.84,0.92,0.92,-0.11
0,00:01:34.53,1.72,0.69,1.15,-0.23
0,00:01:34.55,1.95,0.92,0.92,0
0,00:01:34.58,1.95,0.34,1.15,-0.46
0,00:01:34.60,1.95,0.69,0.92,0
0,00:01:34.62,1.61,0.8,0.8,-0.23
0,00:01:34.64,2.07,0.8,0.92,0.11
0,00:01:34.66,1.84,0.8,1.03,-0.11
0,00:01:34.68,1.84,0.92,0.92,-0.23
0,00:01:34.70,1.61,0.69,1.15,0
0,00:01:34.72,3.56,0.8,0.92,0.23
0,00:01:34.74,1.72,0.8,1.03,-0.11
0,00:01:34.76,1.95,0.69,0.92,0
0,00:01:34.78,1.95,0.69,1.26,-0.11
0,00:01:34.81,1.95,0.69,0.92,0
0,00:01:34.83,1.72,0.8,1.03,0
0,00:01:34.85,2.3,0.69,0.8,-0.23
0,00:01:34.87,2.07,0.57,0.8,-0.11
0,00:01:34.89,1.61,0.92,0.69,-0.11
0,00:01:34.91,1.72,0.92,0.8,-0.11
0,00:01:34.93,1.95,0.46,1.38,-0.46
0,00:01:34.95,1.72,0.69,1.15,-0.23
0,00:01:34.97,1.95,0.8,1.15,0
0,00:01:35.00,1.61,0.69,0.8,0.11
0,00:01:35.02,1.61,0.8,0.8,0
0,00:01:35.04,1.95,0.69,0.46,0.11
0,00:01:35.06,1.72,0.8,0.92,-0.23
0,00:01:35.08,1.72,0.92,0.92,0.23
0,00:01:35.10,1.95,0.8,1.03,0.34
0,00:01:35.12,1.84,0.69,1.26,0.23
0,00:01:35.14,1.61,0.69,1.03,-0.11
0,00:01:35.16,3.56,0.8,0.92,0
0,00:01:35.19,1.61,0.8,0.69,-0.11
0,00:01:35.21,1.72,0.92,1.03,0
0,00:01:35.23,1.38,0.69,0.57,-0.11
0,00:01:35.25,1.72,0.69,1.15,0.46
0,00:01:35.27,1.95,0.8,1.15,-0.11
0,00:01:35.29,1.84,0.92,0.8,-0.11
0,00:01:35.31,1.84,0.8,1.15,-0.23
0,00:01:35.33,2.18,0.57,1.03,0
0,00:01:35.35,1.95,0.46,1.26,-1.84
0,00:01:35.38,1.84,0.8,0.92,-0.11
0,00:01:35.40,1.49,0.69,1.26,-0.23
0,00:01:35.42,1.72,0.92,1.03,-0.23
0,00:01:35.44,1.95,0.69,1.03,0.23
0,00:01:35.46,1.61,0.57,1.03,0.23
0,00:01:35.48,1.49,0.8,1.26,0
0,00:01:35.50,1.95,0.57,0.8,-0.46
0,00:01:35.52,1.95,0.92,0.8,-0.23
0,00:01:35.54,1.84,0.8,1.26,-0.11
0,00:01:35.56,1.84,0.69,0.8,-0.11
0,00:01:35.58,2.07,0.69,0.69,-0.11
0,00:01:35.61,1.15,1.15,-0.8,0.34
0,00:01:35.63,3.56,-16.32,4.94,4.48
0,00:01:35.65,2.87,-6.78,4.25,-5.63
0,00:01:35.67,2.76,8.85,4.48,-7.13
0,00:01:35.69,-7.36,-3.91,1.38,-8.39
0,00:01:35.71,1.84,-1.03,-4.48,-2.53
0,00:01:35.73,-1.95,4.48,-7.47,0.46
0,00:01:35.75,-6.78,13.22,-0.57,12.76
0,00:01:35.77,0.34,3.56,-0.69,-0.11
0,00:01:35.80,0.34,-3.1,-3.1,-1.26
0,00:01:35.82,0.11,4.71,-2.18,-2.3
0,00:01:35.84,2.3,4.02,11.38,0.69
0,00:01:35.86,4.48,6.55,2.07,6.9
0,00:01:35.88,30.46,0.57,-12.07,-1.72
0,00:01:35.90,6.67,0.69,-11.27,1.84
0,00:01:35.92,2.18,-2.07,66.67,-1.84
0,00:01:35.94,1.03,-0.46,0.46,-2.53
0,00:01:35.96,-1.72,-3.79,-2.64,-1.95
0,00:01:35.99,2.99,0.8,3.56,2.41
0,00:01:36.01,0.46,-0.69,1.72,1.84
0,00:01:36.03,0.8,-2.07,1.72,-1.49
0,00:01:36.05,0.11,-1.49,2.76,3.56
0,00:01:36.07,1.84,-0.92,1.26,3.91
0,00:01:36.09,2.64,0,0.23,-3.91
0,00:01:36.11,1.72,0.8,-0.46,-1.84
0,00:01:36.13,1.03,1.15,1.61,-2.53
0,00:01:36.15,0.11,1.72,4.02,-2.18
0,00:01:36.17,-1.03,-6.78,3.45,3.33
0,00:01:36.19,4.83,-27.01,2.41,-5.29
0,00:01:36.22,4.71,5.98,4.94,-12.64
0,00:01:36.24,4.14,-0.57,1.38,-7.7
0,00:01:36.26,-14.14,0.92,4.25,-2.87
0,00:01:36.28,0.8,1.15,1.03,0.92
0,00:01:36.30,-5.4,11.95,-23.22,4.14
0,00:01:36.32,0.11,7.01,-1.49,10.81
0,00:01:36.34,3.1,0,1.03,1.95
0,00:01:36.36,2.87,-0.11,1.03,-4.14
0,00:01:36.38,-2.41,-1.95,4.48,-1.15
0,00:01:36.41,-3.22,6.67,0.34,-0.8
0,00:01:36.43,7.82,0.34,1.03,-2.53
0,00:01:36.45,6.44,1.26,0.57,2.76
0,00:01:36.47,9.43,4.6,2.64,-1.72
0,00:01:36.49,3.68,1.26,-0.69,-2.18
0,00:01:36.51,2.64,1.38,-7.47,0.8
0,00:01:36.53,2.64,1.72,-0.92,0.23
0,00:01:36.55,5.52,-0.46,1.49,5.4
0,00:01:36.57,4.48,-1.03,1.38,2.41
0,00:01:36.60,2.76,-0.57,32.19,-1.61
0,00:01:36.62,1.15,-3.79,-1.26,1.72
0,00:01:36.64,2.64,-0.23,2.3,2.41
0,00:01:36.66,-2.41,-2.87,2.64,1.95
0,00:01:36.68,0.46,0.23,1.72,-1.84
0,00:01:36.70,-0.34,0.23,1.95,-2.99
0,00:01:36.72,0.57,1.38,1.15,-2.64
0,00:01:36.74,0.69,0.57,2.64,-1.84
0,00:01:36.76,1.95,-0.8,1.61,-0.57
0,00:01:36.78,2.07,-0.11,1.03,0.8
0,00:01:36.81,1.26,0.23,1.61,0.34
0,00:01:36.83,2.87,1.84,-3.1,0.46
0,00:01:36.85,2.3,2.18,-0.8,-1.03
0,00:01:36.87,1.15,0.69,0.57,0.57
0,00:01:36.89,2.53,1.03,1.49,-1.49
0,00:01:36.91,1.49,3.68,1.84,-3.68
0,00:01:36.93,2.18,3.1,2.3,-6.55
0,00:01:36.95,1.95,-21.38,2.53,-7.01
0,00:01:36.97,6.21,7.93,4.83,2.18
0,00:01:36.99,5.29,3.91,5.29,-0.92
0,00:01:37.02,3.68,-2.18,2.3,1.95
0,00:01:37.04,-7.47,-1.61,-6.55,4.25
0,00:01:37.06,-10.23,7.24,-9.31,11.15
0,00:01:37.08,1.38,9.08,0.11,-1.15
0,00:01:37.10,2.07,1.49,2.3,-3.56
0,00:01:37.12,-0.23,-0.69,-0.23,-2.41
0,00:01:37.14,-2.07,2.53,1.15,-3.91
0,00:01:37.16,6.67,1.84,-0.69,-5.86
0,00:01:37.19,4.37,0.8,1.61,4.25
0,00:01:37.21,1.61,1.26,2.64,3.79
0,00:01:37.23,2.76,2.76,-1.72,3.68
0,00:01:37.25,3.79,2.64,-7.24,2.53
0,00:01:37.27,3.56,-1.61,-1.95,1.38
0,00:01:37.29,2.87,-1.72,-3.22,-1.72
0,00:01:37.31,6.67,-2.3,36.32,-0.92
0,00:01:37.33,4.71,-2.07,-2.07,1.38
0,00:01:37.35,2.3,0.34,0.92,2.41
0,00:01:37.37,1.49,-0.34,-0.92,-1.26
0,00:01:37.40,-1.03,-0.57,2.53,-0.34
0,00:01:37.42,-1.26,-0.92,2.07,-3.33
0,00:01:37.44,1.49,-0.8,1.84,-1.72
0,00:01:37.46,0.46,-1.03,1.95,0.11
0,00:01:37.48,1.49,0.11,1.38,-1.15
0,00:01:37.50,1.49,1.61,0.92,-1.49
0,00:01:37.52,-0.46,0.46,0.46,0
0,00:01:37.54,4.83,-0.69,2.07,3.56
0,00:01:37.56,2.18,-11.04,1.84,-4.02
0,00:01:37.58,4.14,-4.14,4.25,-11.15
0,00:01:37.60,2.53,-0.23,3.68,-2.76
0,00:01:37.63,4.25,-1.38,2.07,1.26
0,00:01:37.65,1.72,1.03,2.07,0.34
0,00:01:37.67,-9.89,1.72,3.56,1.38
0,00:01:37.69,-6.55,1.95,-15.52,1.72
0,00:01:37.71,10.46,3.45,3.1,11.72
0,00:01:37.73,-1.26,-0.23,-9.89,-1.26
0,00:01:37.75,-0.23,1.49,1.61,-4.6
0,00:01:37.77,1.15,5.52,2.18,-3.45
0,00:01:37.79,4.25,1.49,1.15,1.15
0,00:01:37.82,7.01,2.99,-0.11,-0.46
0,00:01:37.84,4.25,1.84,0.8,0.69
0,00:01:37.86,3.22,2.64,-1.61,0.46
0,00:01:37.88,2.99,1.15,-1.49,2.18
0,00:01:37.90,1.72,0.57,0.11,1.95
0,00:01:37.92,2.76,0.11,-0.8,2.07
0,00:01:37.94,2.41,-1.84,-1.26,0.69
0,00:01:37.96,2.41,-2.41,28.97,0.11
0,00:01:37.98,6.09,0.69,2.99,-0.34
0,00:01:38.01,2.3,1.49,-1.49,-0.69
0,00:01:38.03,2.76,0.23,0.92,2.41
0,00:01:38.05,0.57,-2.64,1.26,-1.72
0,00:01:38.07,-3.1,0.11,2.3,-2.87
0,00:01:38.09,0.8,0.8,0.92,-1.38
0,00:01:38.11,1.72,0.57,2.3,-1.72
0,00:01:38.13,0.46,1.26,1.38,-0.46
0,00:01:38.15,0.57,0.23,0.34,1.61
0,00:01:38.17,3.22,-1.26,3.1,1.38
0,00:01:38.19,0.34,-19.2,2.76,-5.98
0,00:01:38.22,3.56,-8.97,1.95,-9.66
0,00:01:38.24,2.07,2.76,1.95,-2.41
0,00:01:38.26,4.6,2.99,4.14,-2.87
0,00:01:38.28,1.03,-1.15,2.07,-3.68
0,00:01:38.30,-20.69,3.56,-2.99,-0.11
0,00:01:38.32,17.01,4.71,-5.63,6.21
0,00:01:38.34,1.84,3.79,4.83,8.85
0,00:01:38.36,-3.56,-1.15,-8.97,-4.02
0,00:01:38.38,4.02,5.98,2.76,-3.79
0,00:01:38.40,0.46,0.8,1.72,3.1
0,00:01:38.43,2.41,4.14,1.61,-0.8
0,00:01:38.45,4.25,5.29,0.23,0.46
0,00:01:38.47,3.79,3.33,-0.92,5.4
0,00:01:38.49,6.67,1.61,-7.24,1.38
0,00:01:38.51,4.25,0.8,-3.91,-0.34
0,00:01:38.53,0.8,-0.69,-5.4,-1.15
0,00:01:38.55,7.36,-4.71,38.28,-0.23
0,00:01:38.57,3.68,-3.1,-2.07,1.03
0,00:01:38.60,1.49,1.49,0.8,4.25
0,00:01:38.62,2.41,0.8,1.84,1.61
0,00:01:38.64,-0.92,-4.02,1.84,-0.11
0,00:01:38.66,-1.38,-0.57,0.69,-4.25
0,00:01:38.68,0.34,-0.8,1.26,-2.64
0,00:01:38.70,2.18,0.92,2.3,-1.49
0,00:01:38.72,1.15,1.03,1.26,-3.33
0,00:01:38.74,0.57,1.49,2.3,-0.92
0,00:01:38.76,2.64,-0.11,3.68,2.99
0,00:01:38.78,1.95,-27.47,1.72,-4.14
0,00:01:38.81,4.71,0.57,1.72,-12.99
0,00:01:38.83,2.99,3.68,4.14,-5.86
0,00:01:38.85,5.4,0.11,2.18,2.76
0,00:01:38.87,-4.02,0.34,1.38,-0.8
0,00:01:38.89,-1.15,4.02,1.72,1.61
0,00:01:38.91,-18.51,9.2,-23.1,2.18
0,00:01:38.93,13.79,3.79,5.86,12.53
0,00:01:38.95,-1.72,-3.56,-7.24,1.38
0,00:01:38.97,1.72,-1.61,2.3,-1.95
0,00:01:38.99,-0.46,7.7,0.34,-4.37
0,00:01:39.01,2.64,2.76,-0.46,-2.76
0,00:01:39.04,5.17,1.61,6.9,-1.26
0,00:01:39.06,2.3,2.53,0.8,3.45
0,00:01:39.08,4.37,3.22,0.34,2.76
0,00:01:39.10,1.49,2.18,-0.92,0.92
0,00:01:39.12,2.07,0.23,0.11,2.53
0,00:01:39.14,2.18,0.23,-0.34,2.76
0,00:01:39.16,4.14,-0.8,-7.93,0.34
0,00:01:39.18,7.7,-1.15,-2.53,-1.61
0,00:01:39.21,3.45,-0.23,38.62,-1.38
0,00:01:39.23,2.41,-0.46,-1.72,-0.8
0,00:01:39.25,1.72,1.03,0.92,-0.23
0,00:01:39.27,1.49,-1.95,1.49,-0.34
0,00:01:39.29,-1.38,-1.03,1.49,0.69
0,00:01:39.31,-1.38,1.03,0.92,-2.99
0,00:01:39.33,-0.23,0.23,1.26,-2.41
0,00:01:39.35,0.46,0.69,2.18,-0.46
0,00:01:39.37,1.84,0.92,1.95,0
0,00:01:39.39,0.46,0.46,1.61,-0.8
0,00:01:39.42,2.87,-2.18,1.61,1.61
0,00:01:39.44,1.38,-13.33,2.53,-6.21
0,00:01:39.46,2.07,-4.83,2.87,-6.55
0,00:01:39.48,2.41,6.32,1.84,0.57
0,00:01:39.50,3.22,-0.11,2.18,-0.92
0,00:01:39.52,3.33,1.03,-4.94,-0.69
0,00:01:39.54,-12.76,3.56,-4.37,2.3
0,00:01:39.56,-3.22,-0.11,0.8,1.61
0,00:01:39.58,3.45,-1.95,5.98,5.63
0,00:01:39.60,2.87,-0.23,-12.41,1.72
0,00:01:39.63,1.61,12.53,1.84,-2.99
0,00:01:39.65,0.8,4.83,2.07,-2.18
0,00:01:39.67,3.1,2.18,0.8,3.1
0,00:01:39.69,3.68,2.53,1.84,2.07
0,00:01:39.71,3.91,1.72,0.23,-0.11
0,00:01:39.73,4.37,1.03,1.72,1.95
0,00:01:39.75,2.07,2.53,2.3,1.49
0,00:01:39.77,1.03,2.3,-2.07,0.23
0,00:01:39.79,2.87,-1.84,-6.67,-0.69
0,00:01:39.81,3.1,-2.76,1.15,1.72
0,00:01:39.84,6.78,0.34,15.29,0.23
0,00:01:39.86,4.94,0.69,1.26,-1.72
0,00:01:39.88,2.07,1.49,0.23,0.46
0,00:01:39.90,0.46,-1.15,2.07,1.03
0,00:01:39.92,-0.57,-2.07,-0.11,-3.33
0,00:01:39.94,-0.46,-0.46,0.23,-1.95
0,00:01:39.96,1.72,-1.15,2.18,0
0,00:01:39.98,1.15,0.46,2.53,-1.61
0,00:01:40.01,-0.23,1.15,1.95,-0.92
0,00:01:40.03,1.84,1.03,1.61,-0.92
0,00:01:40.05,2.18,-0.46,0.46,-0.23
0,00:01:40.07,1.38,-0.92,0.69,1.15
0,00:01:40.09,2.41,1.15,2.76,-1.84
0,00:01:40.11,1.61,-2.07,2.07,-0.46
0,00:01:40.13,2.53,-12.41,1.26,-2.76
0,00:01:40.15,2.18,-1.84,2.76,-4.71
0,00:01:40.17,1.72,2.76,0.92,-3.45
0,00:01:40.19,3.33,-2.41,0,-1.15
0,00:01:40.22,-3.91,1.15,0.34,0.69
0,00:01:40.24,-6.32,2.87,-4.14,2.18
0,00:01:40.26,-2.3,-0.34,-1.03,2.3
0,00:01:40.28,2.18,1.49,1.95,8.28
0,00:01:40.30,1.84,0.11,-1.72,0.23
0,00:01:40.32,-3.68,6.78,3.33,-4.71
0,00:01:40.34,2.18,5.17,1.84,0
0,00:01:40.36,5.29,2.3,0.34,5.06
0,00:01:40.38,4.48,1.72,-0.8,-0.92
0,00:01:40.40,1.84,0.69,0,0.69
0,00:01:40.42,2.64,2.18,2.18,3.45
0,00:01:40.45,1.61,1.72,-1.38,1.15
0,00:01:40.47,3.45,1.26,-4.94,-0.57
0,00:01:40.49,3.33,-3.33,0.57,0
0,00:01:40.51,4.94,-0.92,17.01,0
0,00:01:40.53,6.9,0,8.74,-4.02
0,00:01:40.55,2.3,1.15,-1.03,0.11
0,00:01:40.57,2.64,0.8,0.92,2.64
0,00:01:40.59,-0.69,-0.57,1.61,-1.84
0,00:01:40.62,0.92,-1.38,0,-3.33
0,00:01:40.64,-0.57,-0.11,0.92,-1.72
0,00:01:40.66,-0.11,-0.57,6.32,-0.57
0,00:01:40.68,3.22,-2.3,3.33,5.4
0,00:01:40.70,-0.23,-12.07,2.07,-1.84
0,00:01:40.72,2.07,0.34,2.64,-9.31
0,00:01:40.74,4.71,3.1,1.38,-6.44
0,00:01:40.76,2.3,0.34,2.64,1.38
0,00:01:40.78,-1.03,1.84,2.07,0.34
0,00:01:40.80,-12.64,-0.69,1.49,0
0,00:01:40.83,-0.57,2.53,-5.06,-0.46
0,00:01:40.85,0.34,-0.23,3.22,-2.53
0,00:01:40.87,1.03,2.64,-2.76,3.1
0,00:01:40.89,3.91,9.89,-2.07,0
0,00:01:40.91,0.92,1.84,-2.18,-0.46
0,00:01:40.93,3.56,3.68,-0.11,3.22
0,00:01:40.95,2.76,1.72,1.38,5.06
0,00:01:40.97,3.45,2.18,0.69,-0.46
0,00:01:40.99,3.33,2.07,1.38,-1.15
0,00:01:41.01,2.18,1.95,0.69,3.68
0,00:01:41.04,1.15,1.61,0.11,1.38
0,00:01:41.06,3.45,2.18,-1.03,-1.03
0,00:01:41.08,5.4,-4.14,-0.69,-1.95
0,00:01:41.10,8.05,-4.02,20.12,-0.57
0,00:01:41.12,7.82,-4.02,2.76,1.84
0,00:01:41.14,4.48,-4.37,4.83,-6.21
0,00:01:41.16,2.53,1.95,1.03,-0.8
0,00:01:41.18,-1.49,1.03,1.72,-5.17
0,00:01:41.20,-4.48,-2.07,-0.11,-1.61
0,00:01:41.22,-5.06,0.57,1.61,0.11
0,00:01:41.25,-2.18,1.61,1.72,0.69
0,00:01:41.27,-1.84,1.03,4.48,-0.69
0,00:01:41.29,2.07,3.56,0.8,-2.18
0,00:01:41.31,5.17,-0.69,-1.61,-1.72
0,00:01:41.33,0.8,3.1,-1.61,-0.8
0,00:01:41.35,1.49,2.87,-3.1,-0.11
0,00:01:41.37,2.3,1.84,-1.38,-1.38
0,00:01:41.39,2.87,0.92,-0.23,-3.1
0,00:01:41.42,3.22,3.22,0.23,-0.57
0,00:01:41.44,2.64,0.34,-0.69,0.92
0,00:01:41.46,1.72,0.57,2.87,11.95
0,00:01:41.48,3.22,1.61,-0.57,1.03
0,00:01:41.50,2.53,-0.11,1.38,-1.26
0,00:01:41.52,1.03,-1.72,2.07,1.03
0,00:01:41.54,2.87,-7.36,4.02,0.11
0,00:01:41.56,5.06,-2.18,5.29,-2.41
0,00:01:41.58,5.63,7.82,3.79,-4.37
0,00:01:41.60,5.86,-2.76,3.22,-0.57
0,00:01:41.62,0.11,-2.41,1.95,-0.46
0,00:01:41.65,-9.08,-0.57,0.34,0.11
0,00:01:41.67,-2.07,1.15,2.41,1.84
0,00:01:41.69,-5.29,0,4.48,-0.34
0,00:01:41.71,0.23,-1.15,1.72,0.34
