day,time,snsr_11,snsr_12,snsr_21,snsr_22
0,00:09:21.13,0.92,-0.23,0.46,0.46
0,00:09:21.15,0.46,-0.23,0.34,-0.11
0,00:09:21.17,0.69,-0.23,1.03,-0.11
0,00:09:21.19,0.34,-0.34,0.23,-0.34
0,00:09:21.21,1.03,-0.23,0.57,0
0,00:09:21.24,0.34,-0.11,0.8,0
0,00:09:21.26,0.92,-0.23,0.57,0
0,00:09:21.28,0.57,0.11,0.69,0
0,00:09:21.30,1.03,-0.11,0.46,0
0,00:09:21.32,0.57,-0.11,0.46,0
0,00:09:21.34,0.69,0.34,0.57,0
0,00:09:21.36,0.69,-0.23,0.69,-0.11
0,00:09:21.38,0.46,-0.23,0.8,0.23
0,00:09:21.40,0.8,-0.11,0.34,-0.11
0,00:09:21.42,0.34,0.11,0.92,0
0,00:09:21.44,0.57,-0.34,0.46,0.11
0,00:09:21.47,0.57,-0.23,0.57,0.11
0,00:09:21.49,0.34,-0.11,0.69,0.11
0,00:09:21.51,0.8,0.11,0.69,0.34
0,00:09:21.53,0.8,-0.23,0.69,-0.11
0,00:09:21.55,0.8,-0.11,0.57,0
0,00:09:21.57,0.69,0.11,1.15,0.11
0,00:09:21.59,1.03,-0.23,0.46,-0.11
0,00:09:21.61,0.8,0,0.92,0
0,00:09:21.64,0.57,0.34,0.34,-0.11
0,00:09:21.66,0.92,-0.23,0.57,0.23
0,00:09:21.68,0.23,-0.34,0,-0.23
0,00:09:21.70,0.34,-0.23,0.23,0.11
0,00:09:21.72,0.8,0,0.8,-0.23
0,00:09:21.74,0.8,0.23,0.69,-0.23
0,00:09:21.76,0.23,0,0.57,0
0,00:09:21.78,0.69,-0.23,0.57,-0.34
0,00:09:21.80,1.03,-0.34,0.46,0.11
0,00:09:21.82,0.57,-0.23,0.8,-0.34
0,00:09:21.84,0.8,-0.34,0.23,0.11
0,00:09:21.87,0.92,-0.23,1.03,0.11
0,00:09:21.89,0.46,-0.11,0.69,-0.11
0,00:09:21.91,0.8,-0.11,0.57,0.11
0,00:09:21.93,0.23,-0.23,0.69,0.23
0,00:09:21.95,0.8,0,0.34,-0.23
0,00:09:21.97,0.8,0,0.8,-0.11
0,00:09:21.99,0.57,-0.23,0.46,-0.34
0,00:09:22.01,0.46,0.11,0.8,-0.11
0,00:09:22.03,0.57,0,0.8,-1.72
0,00:09:22.06,0.69,-0.11,0.69,0.11
0,00:09:22.08,0.69,0.11,0.34,-0.11
0,00:09:22.10,0.46,-0.11,0.69,0
0,00:09:22.12,0.46,-0.34,0.69,-0.11
0,00:09:22.14,0.69,-0.23,0.34,-0.11
0,00:09:22.16,0.8,-0.23,0.8,-0.11
0,00:09:22.18,0.34,-0.46,0.92,-0.11
0,00:09:22.20,0.46,-0.34,0.8,0.11
0,00:09:22.22,0.69,-0.46,0.69,0.11
0,00:09:22.25,0.57,-0.11,0.57,-0.11
0,00:09:22.27,0.8,0.46,0.69,0
0,00:09:22.29,0.92,-0.23,0.8,0.11
0,00:09:22.31,0.8,-0.34,0.23,0.23
0,00:09:22.33,0.46,-0.23,0.57,0.11
0,00:09:22.35,0.46,-0.11,0.69,-0.23
0,00:09:22.37,0.8,-0.34,0.69,-0.34
0,00:09:22.39,0.57,-0.34,0.34,0
0,00:09:22.41,0.57,-0.34,0.8,-0.11
0,00:09:22.43,0.69,-0.23,0.69,0.23
0,00:09:22.46,0.46,0.11,0.92,-0.46
0,00:09:22.48,0.23,-0.23,0.8,-0.23
0,00:09:22.50,0.8,0,0.11,-0.11
0,00:09:22.52,0.8,-0.34,0.69,-0.23
0,00:09:22.54,0.69,0.11,0.46,0.11
0,00:09:22.56,0.23,-0.34,0.69,-1.84
0,00:09:22.58,0.69,0,0.46,0.11
0,00:09:22.60,0.92,-0.46,0.23,0.23
0,00:09:22.62,0.46,-0.23,0.34,0
0,00:09:22.65,0.92,0.11,0.69,0.23
0,00:09:22.67,0.8,0,0.69,-0.11
0,00:09:22.69,0.69,-0.23,0.57,0
0,00:09:22.71,0.69,-0.11,0.57,-0.11
0,00:09:22.73,0.57,-0.23,0.57,0
0,00:09:22.75,0.69,-0.57,0.57,-0.11
0,00:09:22.77,0.57,-0.34,0.46,0
0,00:09:22.79,0.92,-0.23,1.26,0.23
0,00:09:22.81,0.57,-0.23,0.8,0.11
0,00:09:22.83,0.57,-0.11,0.69,0.11
0,00:09:22.85,0.69,-0.11,0.69,0
0,00:09:22.88,1.03,-0.46,0.57,0
0,00:09:22.90,0.69,-0.46,0.46,0
0,00:09:22.92,0.57,-0.11,0.69,0
0,00:09:22.94,0.8,-0.23,0.46,0.11
0,00:09:22.96,0.57,0,0.8,-0.23
0,00:09:22.98,0.69,-0.11,0.8,0
0,00:09:23.00,1.03,-0.23,0.69,0
0,00:09:23.02,0.69,0.34,0.69,0.23
0,00:09:23.05,0.57,-0.11,0.69,-0.11
0,00:09:23.07,0.8,-0.34,0.92,0
0,00:09:23.09,0.69,-0.23,0.34,-0.23
0,00:09:23.11,0.57,-0.11,0.57,-0.11
0,00:09:23.13,0.46,-0.23,0.57,-0.11
0,00:09:23.15,0.69,-0.34,0.8,-0.23
0,00:09:23.17,0.92,-0.11,0.8,0.34
0,00:09:23.19,0.69,-0.11,0.46,0
0,00:09:23.21,0.69,0,0.8,0
0,00:09:23.23,0.57,0,0.46,0.11
0,00:09:23.25,0.69,-0.11,0.57,-0.11
0,00:09:23.28,0.57,-0.23,0.69,-0.11
0,00:09:23.30,0.8,-0.46,0.8,-0.11
0,00:09:23.32,0.8,0.11,0.69,0
0,00:09:23.34,0.57,0.23,0.46,-0.23
0,00:09:23.36,0.8,0,0.69,0
0,00:09:23.38,0.69,0.11,0.69,-0.23
0,00:09:23.40,0.92,0.11,0.57,0.11
0,00:09:23.42,0.57,0.11,0.46,-0.11
0,00:09:23.44,0.23,-0.11,0.8,0.11
0,00:09:23.47,0.34,-0.23,0.46,0
0,00:09:23.49,0.57,-0.23,0.69,0.11
0,00:09:23.51,0.57,-0.23,0.34,0.11
0,00:09:23.53,0.57,-0.23,0.8,-0.11
0,00:09:23.55,0.69,0.23,0.46,0.23
0,00:09:23.57,1.15,-0.23,0.46,-0.11
0,00:09:23.59,0.57,-0.11,0.46,0.23
0,00:09:23.61,1.03,-0.23,0.57,-1.72
0,00:09:23.63,0.8,0.11,0.34,-0.23
0,00:09:23.66,0.92,-0.23,0.34,-0.11
0,00:09:23.68,0.57,-0.23,0.57,0.23
0,00:09:23.70,0.92,-0.23,0.46,-0.23
0,00:09:23.72,0.57,-0.11,0.69,0.23
0,00:09:23.74,0.69,-0.46,0.57,0
0,00:09:23.76,0.8,-0.23,0.57,-0.11
0,00:09:23.78,0.46,-0.34,0.46,-0.23
0,00:09:23.80,0.46,-0.11,0.57,-0.23
0,00:09:23.82,0.46,-0.69,0.23,-0.46
0,00:09:23.84,0.23,-0.57,0.46,0
0,00:09:23.87,0.57,-0.57,0.69,-0.11
0,00:09:23.89,0.34,-1.03,0.11,-0.11
0,00:09:23.91,0.69,-1.26,0.57,-0.34
0,00:09:23.93,1.03,-3.91,0.69,-0.8
0,00:09:23.95,1.49,-51.38,4.25,-148.86
0,00:09:23.97,54.72,-54.14,38.74,-42.99
0,00:09:23.99,-133.92,46.09,-118.97,98.28
0,00:09:24.01,19.89,61.73,-31.84,39.08
0,00:09:24.03,82.19,34.94,69.31,-54.26
0,00:09:24.06,-9.43,5.75,35.4,82.07
0,00:09:24.08,71.04,5.75,-112.31,4.48
0,00:09:24.10,-25.75,0.69,63.57,-22.76
0,00:09:24.12,-14.6,-26.21,12.53,35.4
0,00:09:24.14,9.43,-9.77,-4.48,17.59
0,00:09:24.16,12.87,-0.34,-5.4,-6.67
0,00:09:24.18,0.11,0.57,-3.22,-10.58
0,00:09:24.20,-0.92,0,-0.46,-0.11
0,00:09:24.22,-4.48,-1.15,-3.68,3.1
0,00:09:24.24,-3.56,-2.18,-2.41,-0.11
0,00:09:24.26,-0.11,-4.48,-1.84,-14.83
0,00:09:24.29,1.03,-3.45,1.49,-4.48
0,00:09:24.31,1.61,-2.87,4.6,-4.25
0,00:09:24.33,1.38,0.23,-0.92,-9.66
0,00:09:24.35,1.61,2.18,-0.23,-2.3
0,00:09:24.37,-0.8,5.86,-11.38,2.64
0,00:09:24.39,0.69,12.53,-12.07,-3.1
0,00:09:24.41,1.03,6.9,-0.8,0.23
0,00:09:24.43,2.76,-2.18,-1.61,4.25
0,00:09:24.45,2.53,-2.53,-1.03,5.98
0,00:09:24.48,5.17,1.61,-7.13,7.7
0,00:09:24.50,-24.71,8.51,-8.16,4.6
0,00:09:24.52,-11.61,14.25,3.45,-33.8
0,00:09:24.54,-3.56,-66.9,4.14,0
0,00:09:24.56,-2.53,-4.71,-7.82,-2.07
0,00:09:24.58,6.32,-1.26,-3.68,0
0,00:09:24.60,-0.46,3.33,-2.53,0
0,00:09:24.62,-5.75,1.72,0.8,0
0,00:09:24.64,-2.18,5.17,2.64,-0.69
0,00:09:24.66,0.57,-5.29,1.84,-5.17
0,00:09:24.68,2.41,-4.25,-1.15,-0.46
0,00:09:24.70,2.99,-2.18,-1.95,-0.23
0,00:09:24.72,1.61,1.61,-0.8,2.76
0,00:09:24.74,-0.34,2.64,2.3,1.72
0,00:09:24.76,0.46,1.49,1.95,-1.61
0,00:09:24.78,2.18,-1.15,2.41,-0.69
0,00:09:24.81,3.45,-2.3,1.38,-1.84
0,00:09:24.83,1.72,1.38,0.23,2.3
0,00:09:24.85,3.1,0,-0.8,1.95
0,00:09:24.87,-0.8,-1.03,0.8,1.38
0,00:09:24.89,8.51,-3.45,1.03,0.23
0,00:09:24.91,1.03,16.55,-1.15,0.34
0,00:09:24.93,1.61,2.41,1.15,-8.74
0,00:09:24.95,-0.92,3.68,-1.03,-0.11
0,00:09:24.97,1.38,0.23,-0.46,1.49
0,00:09:25.00,1.15,-0.57,-1.72,1.61
0,00:09:25.02,9.08,-1.26,0,-1.15
0,00:09:25.04,-1.95,-1.03,-0.8,0.69
0,00:09:25.06,-1.49,0,1.38,0.57
0,00:09:25.08,1.03,1.61,2.07,0.11
0,00:09:25.10,0.8,1.61,2.18,-0.8
0,00:09:25.12,0.34,0.46,1.95,-1.38
0,00:09:25.14,-0.92,0,-0.8,0.23
0,00:09:25.16,-0.57,-1.03,0.8,1.38
0,00:09:25.18,0.69,-0.92,-0.23,1.72
0,00:09:25.21,1.26,-0.34,0,0.69
0,00:09:25.23,-0.11,-0.34,0.57,-0.11
0,00:09:25.25,-0.8,-0.57,0.8,-0.34
0,00:09:25.27,-0.57,-0.69,1.49,-1.15
0,00:09:25.29,-0.34,-0.8,0.92,0.11
0,00:09:25.31,0.23,-1.03,1.61,-0.11
0,00:09:25.33,0.8,-0.69,0.23,-0.69
0,00:09:25.35,0.69,0.34,2.41,-0.23
0,00:09:25.37,0.57,0.57,1.03,0.34
0,00:09:25.40,0.34,0.57,1.15,0.11
0,00:09:25.42,0.57,0.34,1.49,0.23
0,00:09:25.44,-0.46,-0.23,0,-0.46
0,00:09:25.46,0.11,-1.03,0.11,-1.26
0,00:09:25.48,-0.34,-1.03,0.23,-0.23
0,00:09:25.50,-0.69,-0.34,-0.23,-0.34
0,00:09:25.52,-1.26,0,0,-1.72
0,00:09:25.54,-1.15,-0.69,-0.8,-1.03
0,00:09:25.56,-0.8,-0.57,-0.69,-0.34
0,00:09:25.58,-0.8,-0.46,0.11,0.23
0,00:09:25.61,0.11,-1.49,-1.84,-0.34
0,00:09:25.63,0.11,-1.03,1.26,-1.03
0,00:09:25.65,-0.34,-0.46,0.46,-1.49
0,00:09:25.67,-0.69,-0.11,-0.11,-0.69
0,00:09:25.69,-0.8,-0.57,-0.69,-0.92
0,00:09:25.71,-0.46,-0.46,0.34,-0.46
0,00:09:25.73,-0.34,-0.69,0,-1.26
0,00:09:25.75,0.57,-0.69,-0.11,-0.11
0,00:09:25.77,0.23,-0.69,0,0.46
0,00:09:25.80,0.57,-0.23,-0.92,-1.38
0,00:09:25.82,-0.11,0.69,-0.69,-1.49
0,00:09:25.84,-1.03,0.11,-1.15,-0.46
0,00:09:25.86,-0.34,-0.69,0.23,-0.46
0,00:09:25.88,-0.23,-0.34,-0.11,-0.11
0,00:09:25.90,0.8,-0.34,-0.11,-0.11
0,00:09:25.92,-0.23,-0.23,-0.23,-0.69
0,00:09:25.94,-0.23,-0.11,-1.72,-0.34
0,00:09:25.96,-0.11,0.23,0.23,-0.23
0,00:09:25.99,-0.11,-0.69,-0.34,-0.23
0,00:09:26.01,-0.11,-0.69,0,-1.84
0,00:09:26.03,0.34,-0.46,-0.11,0.23
0,00:09:26.05,0.57,-0.34,0.23,-0.46
0,00:09:26.07,0.34,-0.34,0.8,-0.11
0,00:09:26.09,0.8,-0.23,0.11,-0.46
0,00:09:26.11,0.34,-0.69,-0.46,0.11
0,00:09:26.13,0.23,-0.8,-0.34,0
0,00:09:26.15,0.69,-0.57,-0.8,-0.23
0,00:09:26.17,-0.57,-0.8,0,-0.46
0,00:09:26.19,-0.57,0,1.26,0
0,00:09:26.22,0.34,0,-0.11,-0.34
0,00:09:26.24,0.11,0.69,0,-0.23
0,00:09:26.26,-0.46,0,-0.23,-0.23
0,00:09:26.28,0.57,-0.34,-0.23,-0.34
0,00:09:26.30,0.11,0.11,-0.23,-0.34
0,00:09:26.32,0.23,-0.34,0.23,0.11
0,00:09:26.34,0.57,-0.34,-0.11,-0.34
0,00:09:26.36,0.23,-0.46,0.23,-0.11
0,00:09:26.38,0.11,-0.11,0.11,-0.11
0,00:09:26.41,0.57,0.11,-0.23,0
0,00:09:26.43,0.69,0.46,-0.23,0.23
0,00:09:26.45,0.34,0.92,0,0.11
0,00:09:26.47,0.46,0.57,0,-0.46
0,00:09:26.49,0.46,0.46,0,-0.34
0,00:09:26.51,0.34,-0.23,0.23,-0.11
0,00:09:26.53,0.57,-0.11,0,0
0,00:09:26.55,0.69,-0.23,0,-0.11
0,00:09:26.57,0.92,0.11,0,-0.34
0,00:09:26.59,0.11,-0.11,-0.23,-0.11
0,00:09:26.62,0.34,0,-0.57,-0.23
0,00:09:26.64,0.46,0,0,-0.34
0,00:09:26.66,0.57,-0.11,0.23,0
0,00:09:26.68,0.34,-0.46,0,-0.11
0,00:09:26.70,0.34,-0.11,0.34,-0.23
0,00:09:26.72,0.69,0.11,0.34,-0.11
0,00:09:26.74,0.23,-0.23,0.11,-0.11
0,00:09:26.76,0.69,0,0,-0.34
0,00:09:26.78,0.46,-0.34,0,-0.11
0,00:09:26.81,0.34,-0.57,0,-0.23
0,00:09:26.83,0.23,-0.69,0.11,0
0,00:09:26.85,0.11,-1.15,0.23,-0.34
0,00:09:26.87,0.11,-2.07,0.11,-0.57
0,00:09:26.89,0,-2.99,-0.23,-0.46
0,00:09:26.91,-0.34,-11.95,0.11,-2.3
0,00:09:26.93,-18.16,93.45,17.59,-132.31
0,00:09:26.95,-82.65,49.66,-37.82,5.98
0,00:09:26.97,67.94,66.56,-105.18,55.98
0,00:09:27.00,7.36,58.39,-28.16,-20.58
0,00:09:27.02,-4.48,23.91,94.37,59.66
0,00:09:27.04,22.76,8.51,71.84,28.51
0,00:09:27.06,55.29,-16.44,-26.44,-24.94
0,00:09:27.08,-44.26,-3.22,110.47,-1.61
0,00:09:27.10,-11.04,-4.25,0.11,14.83
0,00:09:27.12,6.21,8.85,-3.1,32.53
0,00:09:27.14,0.34,0.11,0.57,-0.8
0,00:09:27.16,2.41,-0.11,-1.95,1.61
0,00:09:27.18,0.46,0,-1.61,-3.91
0,00:09:27.20,-0.11,-5.29,-5.63,-5.4
0,00:09:27.23,-5.06,-8.28,-3.45,-4.48
0,00:09:27.25,-4.94,-11.04,-6.44,-19.31
0,00:09:27.27,-0.8,1.38,0.46,-4.94
0,00:09:27.29,-1.15,-4.48,-4.71,-6.9
0,00:09:27.31,1.49,3.91,3.68,5.29
0,00:09:27.33,-5.63,-1.03,2.53,0.8
0,00:09:27.35,10.23,-2.87,-2.07,1.38
0,00:09:27.37,10.46,1.03,2.53,-2.3
0,00:09:27.40,2.53,4.02,0.8,1.61
0,00:09:27.42,3.1,3.91,-0.57,1.38
0,00:09:27.44,2.07,1.03,-5.98,0.46
0,00:09:27.46,-2.41,1.72,-15.29,0.46
0,00:09:27.48,-19.08,17.7,-3.56,-10.92
0,00:09:27.50,-8.16,13.91,0.34,0
0,00:09:27.52,-3.1,-1.26,2.99,0
0,00:09:27.54,-2.64,-63.91,4.37,1.15
0,00:09:27.56,0.8,1.26,-1.03,3.33
0,00:09:27.58,0.8,-1.72,-7.7,-5.86
0,00:09:27.60,-1.03,-6.9,-1.49,-3.68
0,00:09:27.62,-1.49,1.72,1.15,0.23
0,00:09:27.64,-0.23,3.22,1.49,3.22
0,00:09:27.66,-0.57,-4.83,0,-2.18
0,00:09:27.68,2.07,1.03,-1.26,1.38
0,00:09:27.70,1.84,-1.95,-1.49,-1.72
0,00:09:27.73,2.87,2.18,0.69,1.38
0,00:09:27.75,1.03,2.87,3.1,-1.26
0,00:09:27.77,1.61,2.3,2.41,-0.57
0,00:09:27.79,-0.57,1.72,3.1,1.15
0,00:09:27.81,-0.46,0.92,1.61,1.49
0,00:09:27.83,3.45,1.72,1.72,0.8
0,00:09:27.85,3.68,1.15,-0.46,1.15
0,00:09:27.87,0,0.8,0.34,1.95
0,00:09:27.90,4.94,-0.23,2.41,1.38
0,00:09:27.92,-1.15,-1.38,-1.61,-5.06
0,00:09:27.94,0.8,2.64,1.95,0.57
0,00:09:27.96,2.53,-0.57,0.23,-3.1
0,00:09:27.98,1.72,3.68,1.72,1.49
0,00:09:28.00,-0.34,5.98,-0.69,-1.15
0,00:09:28.02,1.03,2.64,0.69,-1.72
0,00:09:28.04,-0.46,-0.8,0.23,0
0,00:09:28.06,-0.11,-1.03,1.49,0.11
0,00:09:28.08,0.69,-1.84,1.03,1.95
0,00:09:28.10,0.8,3.22,0.11,1.61
0,00:09:28.13,0.57,1.38,-1.49,-0.34
0,00:09:28.15,0.57,-0.11,0.11,1.38
0,00:09:28.17,0.23,-0.23,0.23,0.34
0,00:09:28.19,-0.92,-0.46,0.92,1.49
0,00:09:28.21,0.34,-0.46,1.15,0.23
0,00:09:28.23,1.03,-0.23,-0.23,-1.84
0,00:09:28.25,1.03,-0.46,0.8,-0.34
0,00:09:28.27,-0.92,-0.57,1.61,-0.8
0,00:09:28.30,-0.34,0.11,1.61,-1.49
0,00:09:28.32,0.69,-0.23,1.61,0.23
0,00:09:28.34,1.15,-0.69,0.46,-0.11
0,00:09:28.36,0.92,-0.34,1.26,-0.57
0,00:09:28.38,0.23,0.23,0.92,-0.8
0,00:09:28.40,-0.46,0,0.57,-0.57
0,00:09:28.42,0.23,-0.11,0.46,-0.46
0,00:09:28.44,0,-0.57,-0.23,-0.46
0,00:09:28.46,0,-0.57,0.46,-0.57
0,00:09:28.48,0.23,-0.57,0.11,-0.11
0,00:09:28.50,0.23,-1.03,-0.11,-0.11
0,00:09:28.53,-0.69,-0.8,0.46,-0.46
0,00:09:28.55,-0.69,-0.57,1.49,-1.38
0,00:09:28.57,-0.46,-0.23,0.69,-0.23
0,00:09:28.59,-0.11,-0.34,0.34,-0.23
0,00:09:28.61,0.11,-0.69,0,0
0,00:09:28.63,0,-0.69,-0.11,-0.34
0,00:09:28.65,0.23,-0.46,0,-1.03
0,00:09:28.67,0.57,-0.46,-0.23,-1.03
